begin_age	end_age	events
2.4501	2.6501	['-', 'Warring States Period', 'Warring States Period', 'Classical period', 'Battle of Thermopylae', 'Grand Canal', 'West African Iron Age', 'TOP', 'Gangetic India (Northern Block Polished Ware)', 'TOP', 'Confucius', 'Yayoi', 'Mainland Southeast Asia Late Prehistoric', 'TOP', 'Island Southeast Asia Late Prehistoric (Indo-Malasyaian Archipelago Early Metal Phase, Sa Huynh-Kalanay)', 'Somoan', 'Melanesian', 'Celtic', 'Scandinavian Iron Age (Roman Iron Age, Migration Period)', 'TOP', 'TOP', 'Harder', 'TOP', 'Plains Woodland', 'Central Coast Regional Chiefdoms', 'South Andean Ceramic', 'Roman Republic', 'Persian rule', 'Achaemenid (Persian) rule', 'Amuq Phases P-V', 'Persian rule', 'Persian rule', 'Cyrus the Great', 'Achaemenid dynasty', 'TOP', 'Collapse of Urartu', 'TOP', 'Late Iron Age III', 'Late Iron Age III', 'Adena', 'Highland Mesoamerican Late Preclassic', 'Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur']
2.4751	2.6751	['Classical period', 'Battle of Thermopylae', 'Grand Canal', 'West African Iron Age', 'TOP', 'Gangetic India (Northern Block Polished Ware)', 'TOP', 'Confucius', 'Yayoi', 'Mainland Southeast Asia Late Prehistoric', 'TOP', 'Island Southeast Asia Late Prehistoric (Indo-Malasyaian Archipelago Early Metal Phase, Sa Huynh-Kalanay)', 'Somoan', 'Melanesian', 'Celtic', 'Scandinavian Iron Age (Roman Iron Age, Migration Period)', 'TOP', 'TOP', 'Harder', 'TOP', 'Plains Woodland', 'Central Coast Regional Chiefdoms', 'South Andean Ceramic', 'Roman Republic', 'Persian rule', 'Achaemenid (Persian) rule', 'Amuq Phases P-V', 'Persian rule', 'Persian rule', 'Cyrus the Great', 'Achaemenid dynasty', 'TOP', 'Collapse of Urartu', 'TOP', 'Late Iron Age III', 'Late Iron Age III', 'Adena', 'Highland Mesoamerican Late Preclassic', 'Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur', 'Late Period', 'Psammetikhos I consolidates rule over Egypt']
2.5001	2.7001	['Roman Republic', 'Persian rule', 'Achaemenid (Persian) rule', 'Amuq Phases P-V', 'Persian rule', 'Persian rule', 'Cyrus the Great', 'Achaemenid dynasty', 'TOP', 'Collapse of Urartu', 'TOP', 'Late Iron Age III', 'Late Iron Age III', 'Adena', 'Highland Mesoamerican Late Preclassic', 'Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur', 'Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP']
2.5251	2.7251	['Persian rule', 'Achaemenid (Persian) rule', 'Amuq Phases P-V', 'Persian rule', 'Persian rule', 'Cyrus the Great', 'Achaemenid dynasty', 'TOP', 'Collapse of Urartu', 'TOP', 'Late Iron Age III', 'Late Iron Age III', 'Adena', 'Highland Mesoamerican Late Preclassic', 'Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur', 'Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP', 'Sargon II invades Urartu.']
2.5501	2.7501	['Collapse of Urartu', 'TOP', 'Late Iron Age III', 'Late Iron Age III', 'Adena', 'Highland Mesoamerican Late Preclassic', 'Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur', 'Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP', 'Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition']
2.5751	2.7751	['Collapse of Urartu', 'TOP', 'Late Iron Age III', 'Late Iron Age III', 'Adena', 'Highland Mesoamerican Late Preclassic', 'Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur', 'Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP', 'Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion']
2.6001	2.8001	['Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur', 'Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP', 'Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka']
2.6251	2.8251	['Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP', 'Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka']
2.6501	2.8501	['Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP', 'Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka']
2.6751	2.8751	['Lydian kingdom', 'West-Central European Late Iron Age', 'TOP', 'Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka']
2.7001	2.9001	['Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka', 'King Aramu begins his reign over Urartu.', 'Geometric period']
2.7251	2.9251	['Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka', 'King Aramu begins his reign over Urartu.', 'Geometric period']
2.7501	2.9501	['Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka', 'King Aramu begins his reign over Urartu.', 'Geometric period', 'Neo-Assyrian / Neo-Babylonian period']
2.7751	2.9751	['Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka', 'King Aramu begins his reign over Urartu.', 'Geometric period', 'Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant']
2.8001	3.0001	['King Aramu begins his reign over Urartu.', 'Geometric period', 'Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)']
2.8251	3.0251	['King Aramu begins his reign over Urartu.', 'Geometric period', 'Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)']
2.8501	3.0501	['King Aramu begins his reign over Urartu.', 'Geometric period', 'Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)', 'Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age']
2.8751	3.0751	['King Aramu begins his reign over Urartu.', 'Geometric period', 'Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)', 'Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies']
2.9001	3.1001	['Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)', 'Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP']
2.9251	3.1251	['Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)', 'Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP']
2.9501	3.1501	['Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)', 'Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP', 'Greek Dark Ages', 'TOP']
2.9751	3.1751	['TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)', 'Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP', 'Greek Dark Ages', 'TOP']
3.0001	3.2001	['Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP', 'Greek Dark Ages', 'TOP', 'Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period']
3.0251	3.2251	['Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP', 'Greek Dark Ages', 'TOP', 'Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period']
3.0501	3.2501	['--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP', 'Greek Dark Ages', 'TOP', 'Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period', 'Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working']
3.0751	3.2751	['TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP', 'Greek Dark Ages', 'TOP', 'Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period', 'Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working']
3.1001	3.3001	['Greek Dark Ages', 'TOP', 'Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period', 'Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working', 'Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ']
3.1251	3.3251	['Greek Dark Ages', 'TOP', 'Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period', 'Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working', 'Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ']
3.1501	3.3501	['Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period', 'Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working', 'Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ', 'Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I']
3.1751	3.3751	['Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period', 'Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working', 'Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ', 'Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial']
3.2001	3.4001	['Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working', 'Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ', 'Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec']
3.2251	3.4251	['Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working', 'Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ', 'Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec']
3.2501	3.4501	['Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ', 'Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec', 'Santorini (Thera) erupted']
3.2751	3.4751	['Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ', 'Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec', 'Santorini (Thera) erupted']
3.3001	3.5001	['Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec', 'Santorini (Thera) erupted', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative']
3.3251	3.5251	['Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec', 'Santorini (Thera) erupted', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative']
3.3501	3.5501	['Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec', 'Santorini (Thera) erupted', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative', 'New Kingdom', 'Amosis I', 'Middle Bronze II c', 'Megiddo shows evidence of interntionalism', 'Iranian Iron Age (Middle Elamite, Neo-Elamite, Median)', 'Iron Age I Tradition']
3.3751	3.5751	['King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec', 'Santorini (Thera) erupted', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative', 'New Kingdom', 'Amosis I', 'Middle Bronze II c', 'Megiddo shows evidence of interntionalism', 'Iranian Iron Age (Middle Elamite, Neo-Elamite, Median)', 'Iron Age I Tradition']
3.4001	3.6001	['Santorini (Thera) erupted', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative', 'New Kingdom', 'Amosis I', 'Middle Bronze II c', 'Megiddo shows evidence of interntionalism', 'Iranian Iron Age (Middle Elamite, Neo-Elamite, Median)', 'Iron Age I Tradition', 'Late Bronze Age', 'Mycenaean Period', 'Late Bronze Age', 'Mitanni period/ Kassite Interregnum', 'Bronze Age', 'Late Xiajiadian', 'Shang and Zhou Dynasties', 'Shang Dynasty', 'Shang Dynasty', 'Late Xiajiadian (Xiajiadian Shangceng)', 'TOP', 'Nicoya']
3.4251	3.6251	['Santorini (Thera) erupted', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative', 'New Kingdom', 'Amosis I', 'Middle Bronze II c', 'Megiddo shows evidence of interntionalism', 'Iranian Iron Age (Middle Elamite, Neo-Elamite, Median)', 'Iron Age I Tradition', 'Late Bronze Age', 'Mycenaean Period', 'Late Bronze Age', 'Mitanni period/ Kassite Interregnum', 'Bronze Age', 'Late Xiajiadian', 'Shang and Zhou Dynasties', 'Shang Dynasty', 'Shang Dynasty', 'Late Xiajiadian (Xiajiadian Shangceng)', 'TOP', 'Nicoya']
3.4501	3.6501	['Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative', 'New Kingdom', 'Amosis I', 'Middle Bronze II c', 'Megiddo shows evidence of interntionalism', 'Iranian Iron Age (Middle Elamite, Neo-Elamite, Median)', 'Iron Age I Tradition', 'Late Bronze Age', 'Mycenaean Period', 'Late Bronze Age', 'Mitanni period/ Kassite Interregnum', 'Bronze Age', 'Late Xiajiadian', 'Shang and Zhou Dynasties', 'Shang Dynasty', 'Shang Dynasty', 'Late Xiajiadian (Xiajiadian Shangceng)', 'TOP', 'Nicoya', 'Middle Bronze II c', 'Middle Bronze II b ', 'Alishar Becomes Part of the Hittite Kingdom']
3.4751	3.6751	['Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative', 'New Kingdom', 'Amosis I', 'Middle Bronze II c', 'Megiddo shows evidence of interntionalism', 'Iranian Iron Age (Middle Elamite, Neo-Elamite, Median)', 'Iron Age I Tradition', 'Late Bronze Age', 'Mycenaean Period', 'Late Bronze Age', 'Mitanni period/ Kassite Interregnum', 'Bronze Age', 'Late Xiajiadian', 'Shang and Zhou Dynasties', 'Shang Dynasty', 'Shang Dynasty', 'Late Xiajiadian (Xiajiadian Shangceng)', 'TOP', 'Nicoya', 'Middle Bronze II c', 'Middle Bronze II b ', 'Alishar Becomes Part of the Hittite Kingdom']
